"","Year","Area","Street","Street.2"
"4459",2012,"Solihull","Clopton Crescent",""
"4460",2012,"Solihull","Clopton Crescent","Clopton Crescent"
"4461",2012,"Solihull","cooks lane  chelmsley wood","cooks lane chelmsley wood"
"4462",2012,"Solihull","drury lane",""
"4463",2012,"Solihull","Drury Lane  Solihull ","Drury Lane Solihull"
"4464",2012,"Solihull","Farthings PH   Green Lane",""
"4465",2012,"Solihull","Forth Drive  Chelmsley Wood","Forth Drive Chelmsley Wood"
"4466",2012,"Solihull","glebe Rd.  solihull","glebe Rd. solihull"
"4467",2012,"Solihull","Green lane   Shirley","Green lane  Shirley"
"4468",2012,"Solihull","Greville Pub  Solihull  Birmingham","Greville Pub Solihull Birmingham"
"4469",2012,"Solihull","harvester pub solihull",""
"4470",2012,"Solihull","heaton rd solihull",""
"4471",2012,"Solihull","helmsford Drive",""
"4472",2012,"Solihull","Helmswood Drive","Helmswood Drive"
"4473",2012,"Solihull","High St Knowle",""
"4474",2012,"Solihull","high st solihull","high st solihull"
"4475",2012,"Solihull","high st solihull","high st solihull"
"4476",2012,"Solihull","High St Solihull","High St Solihull"
"4477",2012,"Solihull","High St Solihull","High St Solihull"
"4478",2012,"Solihull","High St  Solihull","High St Solihull"
"4479",2012,"Solihull","high st  solihull","high st solihull"
"4480",2012,"Solihull","High St  Solihull","High St Solihull"
"4481",2012,"Solihull","High St.","High St."
"4482",2012,"Solihull","High St.","High St."
"4483",2012,"Solihull","High St.","High St."
"4484",2012,"Solihull","High St.","High St."
"4485",2012,"Solihull","High St.","High St."
"4486",2012,"Solihull","High street  OS Hogs Head",""
"4487",2012,"Solihull","High St.   Solihull",""
"4488",2012,"Solihull","High St. Solihull","High St. Solihull"
"4489",2012,"Solihull","High St. Solihull","High St. Solihull"
"4490",2012,"Solihull","High St. Solihull","High St. Solihull"
"4491",2012,"Solihull","high street  solihull","high street solihull"
"4492",2012,"Solihull","Homer Rd.","Homer Rd."
"4493",2012,"Solihull","homer Rd.",""
"4494",2012,"Solihull","homer Rd. solihull",""
"4495",2012,"Solihull","Hurst Lane north J/W Green Lane",""
"4496",2012,"Solihull","Kilcote Rd.  Shirley","Kilcote Rd. Shirley"
"4497",2012,"Solihull","Knowle Park",""
"4498",2012,"Solihull","Lode Lane  Solihull  Birmingham","Lode Lane Solihull Birmingham"
"4499",2012,"Solihull","London Rd.","London Rd."
"4500",2012,"Solihull","M42",""
"4501",2012,"Solihull","Mc Donalds High St Solihull",""
"4502",2012,"Solihull","mell square",""
"4503",2012,"Solihull","Mortons  Dickens heath  Solihull","Mortons Dickens heath Solihull"
"4504",2012,"Solihull","NEC",""
"4505",2012,"Solihull","o/s bangor house  forth drive  chelmsley wood","o/s bangor house forth drive chelmsley wood"
"4506",2012,"Solihull","o/s hoggs head PH  Poplar Rd.  Solihull","o/s hoggs head PH Poplar Rd. Solihull"
"4507",2012,"Solihull","O/S Hoggs head Poplar Way solihull",""
"4508",2012,"Solihull","o/s Kings High St  Solihull","o/s Kings High St Solihull"
"4509",2012,"Solihull","o/s Kings  Solihull","o/s Kings Solihull"
"4510",2012,"Solihull","O/S LANGLEY HALL SOCIAL CLUB  LANGLEY HALL RD  OLTON","O/S LANGLEY HALL SOCIAL CLUB LANGLEY HALL RD OLTON"
"4511",2012,"Solihull","O/S TOuchwood Centre Poplar Rd. Solihull",""
"4512",2012,"Solihull","Olton Railway Station",""
"4513",2012,"Solihull","Olton Tavern",""
"4514",2012,"Solihull","OS Assembly Rooms  Poplar Rd.  Solihull","OS Assembly Rooms Poplar Rd. Solihull"
"4515",2012,"Solihull","OS Masons PH  High St. Solihull","OS Masons PH High St. Solihull"
"4516",2012,"Solihull","OS Solihull Hospital",""
"4517",2012,"Solihull","OS Solihull Hospital","OS Solihull Hospital"
"4518",2012,"Solihull","OS Solihull Hospital","OS Solihull Hospital"
"4519",2012,"Solihull","Outside the Waterside Bar",""
"4520",2012,"Solihull","pine square chelsmley wood",""
"4521",2012,"Solihull","Plume of Feathers public house  Stratford Rd.  Shirley","Plume of Feathers public house Stratford Rd. Shirley"
"4522",2012,"Solihull","Poplar Ave.  Solihull ","Poplar Ave. Solihull"
"4523",2012,"Solihull","Poplar Rd",""
"4524",2012,"Solihull","poplar rd solihull",""
"4525",2012,"Solihull","Poplar Rd Solihull Town Cebtre",""
"4526",2012,"Solihull","Poplar Rd Solihull Town Centre",""
"4527",2012,"Solihull","Poplar Rd Town Centre Solihull",""
"4528",2012,"Solihull","poplar rd  solihull","poplar rd solihull"
"4529",2012,"Solihull","Poplar Rd.","Poplar Rd."
"4530",2012,"Solihull","Poplar Rd.","Poplar Rd."
"4531",2012,"Solihull","Poplar Rd.","Poplar Rd."
"4532",2012,"Solihull","Poplar Rd.","Poplar Rd."
"4533",2012,"Solihull","Poplar Rd.","Poplar Rd."
"4534",2012,"Solihull","Poplar Rd.","Poplar Rd."
"4535",2012,"Solihull","Poplar Rd. Solihull","Poplar Rd. Solihull"
"4536",2012,"Solihull","poplar Rd. solihull","poplar Rd. solihull"
"4537",2012,"Solihull","poplar Rd. solihull","poplar Rd. solihull"
"4538",2012,"Solihull","Poplar Rd.  Solihull","Poplar Rd. Solihull"
"4539",2012,"Solihull","Poplar Rd.  Solihull","Poplar Rd. Solihull"
"4540",2012,"Solihull","Poplar Rd.  Solihull","Poplar Rd. Solihull"
"4541",2012,"Solihull","Poplar Rd.  Solihull","Poplar Rd. Solihull"
"4542",2012,"Solihull","poplar way ","poplar way"
"4543",2012,"Solihull","Ppoplar Rd.",""
"4544",2012,"Solihull","premier inn  stratford Rd.","premier inn stratford Rd."
"4545",2012,"Solihull","Radlow Crescent  Marston Green","Radlow Crescent Marston Green"
"4546",2012,"Solihull","ramada hotel",""
"4547",2012,"Solihull","rover drive",""
"4548",2012,"Solihull","rover drive","rover drive"
"4549",2012,"Solihull","Saddlers Arms",""
"4550",2012,"Solihull","Shirral Grove",""
"4551",2012,"Solihull","solihull high street",""
"4552",2012,"Solihull","Solihull High St.","Solihull High St."
"4553",2012,"Solihull","Solihull Town centre","Solihull Town centre"
"4554",2012,"Solihull","solihull town centre",""
"4555",2012,"Solihull","Solihull Town Centre","Solihull Town Centre"
"4556",2012,"Solihull","Solihull Town Centre","Solihull Town Centre"
"4557",2012,"Solihull","Station Rd Solihull",""
"4558",2012,"Solihull","Station Rd.","Station Rd."
"4559",2012,"Solihull","Station Rd.","Station Rd."
"4560",2012,"Solihull","Station Rd. Solihull","Station Rd. Solihull"
"4561",2012,"Solihull","Station Rd.  Solihull ","Station Rd. Solihull"
"4562",2012,"Solihull","Stratford Rd.","Stratford Rd."
"4563",2012,"Solihull","Stratford Rd. Shirley",""
"4564",2012,"Solihull","The bear at Berkswell",""
"4565",2012,"Solihull","The Cresent Solihull",""
"4566",2012,"Solihull","The Radleys","The Radleys"
"4567",2012,"Solihull","Three Horseshoes  Sheldon","Three Horseshoes Sheldon"
"4568",2012,"Solihull","Touchwood Centre",""
"4569",2012,"Solihull","Warwick Rd.","Warwick Rd."
"4570",2012,"Solihull","Warwick Rd. Olton",""
"4571",2012,"Solihull","warwick Rd. solihull",""
"4572",2012,"Solihull","Widney Lane/ Blossomfield tennis club",""
"4573",2012,"Sandwell","Abraham Darby Public House",""
"4574",2012,"Sandwell","All Saints Way  West bromwich","All Saints Way West bromwich"
"4575",2012,"Sandwell","arcadian        birmingham","arcadian  birmingham"
"4576",2012,"Sandwell","arcadian        birmingham","arcadian  birmingham"
"4577",2012,"Sandwell","asda great bridge",""
"4578",2012,"Sandwell","bearwood High St.",""
"4579",2012,"Sandwell","Bearwood high street",""
"4580",2012,"Sandwell","Bearwood High St.",""
"4581",2012,"Sandwell","Bearwood rd",""
"4582",2012,"Sandwell","Bearwood Rd.","Bearwood Rd."
"4583",2012,"Sandwell","Bearwood Rd.","Bearwood Rd."
"4584",2012,"Sandwell","Bet Fred  Duchess Park  West Bromwich","Bet Fred Duchess Park West Bromwich"
"4585",2012,"Sandwell","BetFred  West Bromwich","BetFred West Bromwich"
"4586",2012,"Sandwell","Bham street stourbridge",""
"4587",2012,"Sandwell","Birch Rd.  Oldbury","Birch Rd. Oldbury"
"4588",2012,"Sandwell","Blackheath housing office",""
"4589",2012,"Sandwell","Bourne Ave.  Tipton","Bourne Ave. Tipton"
"4590",2012,"Sandwell","bridge st","bridge st"
"4591",2012,"Sandwell","Bridgnorth Rd",""
"4592",2012,"Sandwell","Brook ST",""
"4593",2012,"Sandwell","Burntree",""
"4594",2012,"Sandwell","cape hill",""
"4595",2012,"Sandwell","Carters Green  West Bromwich","Carters Green West Bromwich"
"4596",2012,"Sandwell","Carters Green  West Bromwich","Carters Green West Bromwich"
"4597",2012,"Sandwell","Carters Green  West Bromwich","Carters Green West Bromwich"
"4598",2012,"Sandwell","Causeway Rowley",""
"4599",2012,"Sandwell","Chapel St.  Oldbury","Chapel St. Oldbury"
"4600",2012,"Sandwell","Chip shop  great bridge tipton","Chip shop great bridge tipton"
"4601",2012,"Sandwell","Church St. Old Hill",""
"4602",2012,"Sandwell","Church street Oldbury",""
"4603",2012,"Sandwell","Church street  oldbury","Church street oldbury"
"4604",2012,"Sandwell","clairmint Rd. smethwick",""
"4605",2012,"Sandwell","Claremont Rd. Smethwick",""
"4606",2012,"Sandwell","clifford Rd.",""
"4607",2012,"Sandwell","Collins St.  West Bromwich","Collins St. West Bromwich"
"4608",2012,"Sandwell","Collins St.  West Bromwich","Collins St. West Bromwich"
"4609",2012,"Sandwell","Cumberland Rd. Wednesbury",""
"4610",2012,"Sandwell","Delville Terrace",""
"4611",2012,"Sandwell","Desi Marsla West Bromwich",""
"4612",2012,"Sandwell","Dilshad Restaurant Oldbury Rd. Blackheath",""
"4613",2012,"Sandwell","Dudley Rd.","Dudley Rd."
"4614",2012,"Sandwell","dudley Rd. east","dudley Rd. east"
"4615",2012,"Sandwell","Dudley Rd. East Tividale",""
"4616",2012,"Sandwell","Edward St.  West Bromwich","Edward St. West Bromwich"
"4617",2012,"Sandwell","Elm Tree Way  Cradley Heath","Elm Tree Way Cradley Heath"
"4618",2012,"Sandwell","Forge Lane",""
"4619",2012,"Sandwell","Front Office Smethwick",""
"4620",2012,"Sandwell","grange Rd. Cradley",""
"4621",2012,"Sandwell","gregory avenue  Weoley Castle","gregory avenue Weoley Castle"
"4622",2012,"Sandwell","H/A",""
"4623",2012,"Sandwell","Habberly Rd.",""
"4624",2012,"Sandwell","Hagley Rd. West",""
"4625",2012,"Sandwell","Haig St.",""
"4626",2012,"Sandwell","halesowen Rd.  Cradley","halesowen Rd. Cradley"
"4627",2012,"Sandwell","HANNOVER ROAD",""
"4628",2012,"Sandwell","Hanover Rd.  Rowley regis","Hanover Rd. Rowley regis"
"4629",2012,"Sandwell","Harborne Stores Harborne",""
"4630",2012,"Sandwell","Harborne Stores Harborne","Harborne Stores Harborne"
"4631",2012,"Sandwell","Hargate Arms Public House",""
"4632",2012,"Sandwell","Hasbury PH  Halesowen","Hasbury PH Halesowen"
"4633",2012,"Sandwell","Hasbury PH  Halesowen","Hasbury PH Halesowen"
"4634",2012,"Sandwell","Hasbury PH  Halesowen","Hasbury PH Halesowen"
"4635",2012,"Sandwell","HENDERSON WAY",""
"4636",2012,"Sandwell","HERMIT STREET",""
"4637",2012,"Sandwell","high st smethwick",""
"4638",2012,"Sandwell","high st WB",""
"4639",2012,"Sandwell","HIGH ST WEST BROM",""
"4640",2012,"Sandwell","high st west bromwich",""
"4641",2012,"Sandwell","High St. Smethwick","High St. Smethwick"
"4642",2012,"Sandwell","high street wednesbury",""
"4643",2012,"Sandwell","High St. West Bromwich","High St. West Bromwich"
"4644",2012,"Sandwell","High St. Wollaston ","High St. Wollaston"
"4645",2012,"Sandwell","High St.  Smethwick","High St. Smethwick"
"4646",2012,"Sandwell","High St.  Smethwick","High St. Smethwick"
"4647",2012,"Sandwell","High St.  Wednesbury","High St. Wednesbury"
"4648",2012,"Sandwell","High St.  West Bromwich","High St. West Bromwich"
"4649",2012,"Sandwell","High St.  West Bromwich","High St. West Bromwich"
"4650",2012,"Sandwell","High St.  West Bromwich","High St. West Bromwich"
"4651",2012,"Sandwell","High St.  West Bromwich","High St. West Bromwich"
"4652",2012,"Sandwell","High St.  West Bromwich ","High St. West Bromwich"
"4653",2012,"Sandwell","High St.m West Brom",""
"4654",2012,"Sandwell","Hill Top  West Bromwich","Hill Top West Bromwich"
"4655",2012,"Sandwell","Holiday Inn Oldbury",""
"4656",2012,"Sandwell","Holiday Inn Oldbury","Holiday Inn Oldbury"
"4657",2012,"Sandwell","Holly lane",""
"4658",2012,"Sandwell","Horseley Heath",""
"4659",2012,"Sandwell","horsley heath Rd.",""
"4660",2012,"Sandwell","Johnson Rd.",""
"4661",2012,"Sandwell","King street Dudley",""
"4662",2012,"Sandwell","Knights Quest Blackheath",""
"4663",2012,"Sandwell","lakeside PH car park",""
"4664",2012,"Sandwell","Littleton St. West Bromwich",""
"4665",2012,"Sandwell","londonderry lane",""
"4666",2012,"Sandwell","londonderry rd",""
"4667",2012,"Sandwell","Long Lane",""
"4668",2012,"Sandwell","Mallen St   Oldbury","Mallen St  Oldbury"
"4669",2012,"Sandwell","Market Place  Dudley","Market Place Dudley"
"4670",2012,"Sandwell","Mcdonalds Great Bridge",""
"4671",2012,"Sandwell","Mill Hill Smethwick",""
"4672",2012,"Sandwell","MILLFIELDS ROAD",""
"4673",2012,"Sandwell","Moor St.","Moor St."
"4674",2012,"Sandwell","Moore St.","Moore St."
"4675",2012,"Sandwell","Newton Rd  Great Barr","Newton Rd Great Barr"
"4676",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4677",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4678",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4679",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4680",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4681",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4682",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4683",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4684",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4685",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4686",2012,"Sandwell","Nimth Rd.  Dudley","Nimth Rd. Dudley"
"4687",2012,"Sandwell","O/S Hotel Denara   Bearwood","O/S Hotel Denara  Bearwood"
"4688",2012,"Sandwell","Old chapel rd",""
"4689",2012,"Sandwell","Oldbury Rd.","Oldbury Rd."
"4690",2012,"Sandwell","Oldbury Rd. Oldbury",""
"4691",2012,"Sandwell","Peaks Rd.",""
"4692",2012,"Sandwell","Pound Rd.  Oldbury","Pound Rd. Oldbury"
"4693",2012,"Sandwell","Pound Rd.  Oldbury","Pound Rd. Oldbury"
"4694",2012,"Sandwell","powke Lane  Oldbury","powke Lane Oldbury"
"4695",2012,"Sandwell","Powys ave",""
"4696",2012,"Sandwell","Pritchard Close",""
"4697",2012,"Sandwell","Queens Rd.  Smethwick","Queens Rd. Smethwick"
"4698",2012,"Sandwell","Ragland Rd.  Smethwick","Ragland Rd. Smethwick"
"4699",2012,"Sandwell","Reform Way",""
"4700",2012,"Sandwell","Regent Court Smethwick",""
"4701",2012,"Sandwell","Regent Rd.  Tividale","Regent Rd. Tividale"
"4702",2012,"Sandwell","rolf street station",""
"4703",2012,"Sandwell","Royal Chicken  Horsley Heath","Royal Chicken Horsley Heath"
"4704",2012,"Sandwell","Samson and Lion Pub",""
"4705",2012,"Sandwell","sandwell hospital",""
"4706",2012,"Sandwell","School St",""
"4707",2012,"Sandwell","school street",""
"4708",2012,"Sandwell","sedgley Rd. west",""
"4709",2012,"Sandwell","sedgley Rd. west","sedgley Rd. west"
"4710",2012,"Sandwell","shaftsbury street","shaftsbury street"
"4711",2012,"Sandwell","Slater St. Great Bridge",""
"4712",2012,"Sandwell","south bank Rd.",""
"4713",2012,"Sandwell","Spon Lane  West Bromwich","Spon Lane West Bromwich"
"4714",2012,"Sandwell","St Micheals St. West Brom",""
"4715",2012,"Sandwell","stone street",""
"4716",2012,"Sandwell","Stourbridge High St.","Stourbridge High St."
"4717",2012,"Sandwell","Stourbridge Rd.","Stourbridge Rd."
"4718",2012,"Sandwell","STUART ROAD        ROWLEY REGIS","STUART ROAD  ROWLEY REGIS"
"4719",2012,"Sandwell","Tame Rd",""
"4720",2012,"Sandwell","Tesco Express  Selly Oak","Tesco Express Selly Oak"
"4721",2012,"Sandwell","tescos burntree",""
"4722",2012,"Sandwell","the legends",""
"4723",2012,"Sandwell","upper high street",""
"4724",2012,"Sandwell","vicarage Rd. smethwick",""
"4725",2012,"Sandwell","Victoria Park  Tipton","Victoria Park Tipton"
"4726",2012,"Sandwell","Victoria Suite Wimdmill Lane",""
"4727",2012,"Sandwell","Walsall Rd.",""
"4728",2012,"Sandwell","Walter St West bromwich",""
"4729",2012,"Sandwell","Walter St. West Bromwich",""
"4730",2012,"Sandwell","Waterloo Rd.",""
"4731",2012,"Sandwell","west brom high street",""
"4732",2012,"Sandwell","West Brom High St.",""
"4733",2012,"Sandwell","West Brom High St.","West Brom High St."
"4734",2012,"Sandwell","West Bromwich Police station",""
"4735",2012,"Sandwell","west bromwich police statiopn",""
"4736",2012,"Sandwell","WEST PARK WOLVERHAMPTON",""
"4737",2012,"Sandwell","windmill lane",""
"4738",2012,"Sandwell","Windmill Lane","Windmill Lane"
"4739",2012,"Sandwell","Windmill Lane","Windmill Lane"
"4740",2012,"Walsall","Abelwell St Walsall",""
"4741",2012,"Walsall","Abelwell St. Walsall",""
"4742",2012,"Walsall","Ablewell St.",""
"4743",2012,"Walsall","ABLEWELL STREET  WALSALL","ABLEWELL STREET WALSALL"
"4744",2012,"Walsall","ABLEWELL STREET  WALSALL","ABLEWELL STREET WALSALL"
"4745",2012,"Walsall","ablewell street  walsall","ablewell street walsall"
"4746",2012,"Walsall","abu baka car park wednesbury Rd.",""
"4747",2012,"Walsall","bar sport bridge st",""
"4748",2012,"Walsall","BARONS COURT HOTEL",""
"4749",2012,"Walsall","Beaton close willenhall","Beaton closewillenhall"
"4750",2012,"Walsall","bentley lane",""
"4751",2012,"Walsall","Bentley lane",""
"4752",2012,"Walsall","Bentley Lane",""
"4753",2012,"Walsall","Bilston St.","Bilston St."
"4754",2012,"Walsall","Bilston St.","Bilston St."
"4755",2012,"Walsall","Bilston St.","Bilston St."
"4756",2012,"Walsall","birmingham rd walsall",""
"4757",2012,"Walsall","Blowwich Rd.",""
"4758",2012,"Walsall","Bloxwich Lane North",""
"4759",2012,"Walsall","bloxwich Rd.",""
"4760",2012,"Walsall","bloxwich Rd.","bloxwich Rd."
"4761",2012,"Walsall","Bloxwich Rd.",""
"4762",2012,"Walsall","Blue Lane  Walsall","Blue Lane Walsall"
"4763",2012,"Walsall","Bradford  Place",""
"4764",2012,"Walsall","Bradford Place","Bradford Place"
"4765",2012,"Walsall","Bradford Place","Bradford Place"
"4766",2012,"Walsall","Bradford place",""
"4767",2012,"Walsall","Bradford Place Walsall","Bradford Place Walsall"
"4768",2012,"Walsall","bradford place walsall","bradford place walsall"
"4769",2012,"Walsall","Bradford Place Walsall","Bradford Place Walsall"
"4770",2012,"Walsall","Bradford Place  Walsall","Bradford Place Walsall"
"4771",2012,"Walsall","Bradford Place  Walsall","Bradford Place Walsall"
"4772",2012,"Walsall","Bradford Place  Walsall","Bradford Place Walsall"
"4773",2012,"Walsall","Bradford Place  Walsall","Bradford Place Walsall"
"4774",2012,"Walsall","Bradford Place  Walsall","Bradford Place Walsall"
"4775",2012,"Walsall","Bradford Place  Walsall Town centre","Bradford Place Walsall Town centre"
"4776",2012,"Walsall","Bradford St.",""
"4777",2012,"Walsall","Bradford St.","Bradford St."
"4778",2012,"Walsall","Bradford St. Walsall",""
"4779",2012,"Walsall","Bradford St.  Walsall","Bradford St. Walsall"
"4780",2012,"Walsall","Bradford St.  Walsall","Bradford St. Walsall"
"4781",2012,"Walsall","Bradford street Walsall","Bradford streetWalsall"
"4782",2012,"Walsall","Bridge St","Bridge St"
"4783",2012,"Walsall","Bridge St Walsall","Bridge St Walsall"
"4784",2012,"Walsall","bridge St Walsall","bridge St Walsall"
"4785",2012,"Walsall","Bridge St  Walsall","Bridge St Walsall"
"4786",2012,"Walsall","Bridge St  Walsall","Bridge St Walsall"
"4787",2012,"Walsall","Bridge street","Bridge street"
"4788",2012,"Walsall","Bridge St.","Bridge St."
"4789",2012,"Walsall","Bridge St.","Bridge St."
"4790",2012,"Walsall","Bridge St.","Bridge St."
"4791",2012,"Walsall","Bridge St.","Bridge St."
"4792",2012,"Walsall","Bridge St.","Bridge St."
"4793",2012,"Walsall","Bridge St.","Bridge St."
"4794",2012,"Walsall","Bridge street","Bridge street"
"4795",2012,"Walsall","Bridge St.","Bridge St."
"4796",2012,"Walsall","Bridge St.","Bridge St."
"4797",2012,"Walsall","Bridge street","Bridge street"
"4798",2012,"Walsall","Bridge St. Walsall","Bridge St. Walsall"
"4799",2012,"Walsall","bridge St. Walsall",""
"4800",2012,"Walsall","Bridge St. Walsall","Bridge St. Walsall"
"4801",2012,"Walsall","bridge street walsall","bridge street walsall"
"4802",2012,"Walsall","bridge St. Walsall","bridge St. Walsall"
"4803",2012,"Walsall","Bridge street walsall",""
"4804",2012,"Walsall","BRIDGE STREET WALSALL TOWN CENTRE",""
"4805",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4806",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4807",2012,"Walsall","bridge street  walsall","bridge street walsall"
"4808",2012,"Walsall","bridge street  walsall","bridge street walsall"
"4809",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4810",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4811",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4812",2012,"Walsall","bridge street  walsall","bridge street walsall"
"4813",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4814",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4815",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4816",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4817",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4818",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4819",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4820",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4821",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4822",2012,"Walsall","Bridge St.  Walsall","Bridge St. Walsall"
"4823",2012,"Walsall","Bridge St. Walsall","Bridge St.Walsall"
"4824",2012,"Walsall","Bridge St. Walsall","Bridge St.Walsall"
"4825",2012,"Walsall","Bridge street Walsall","Bridge streetWalsall"
"4826",2012,"Walsall","BRIDGE STREET WALSALL TOWN CENTRE","BRIDGE STREETWALSALL TOWN CENTRE"
"4827",2012,"Walsall","BRd. Meddows Rd.",""
"4828",2012,"Walsall","BRd.way North  Walsall","BRd.way North Walsall"
"4829",2012,"Walsall","Bus Station  St Paul s  Walsall","Bus Station St Pauls Walsall"
"4830",2012,"Walsall","Bus Station  St Pauls  Walsall ","Bus Station St Pauls Walsall"
"4831",2012,"Walsall","Calderfields Golf Club",""
"4832",2012,"Walsall","Cambridge PH",""
"4833",2012,"Walsall","Cambridge PH  Arundel St","Cambridge PH Arundel St"
"4834",2012,"Walsall","Cannock Rd.",""
"4835",2012,"Walsall","cannock Rd. Willenhall",""
"4836",2012,"Walsall","Car park Shire Oak Public House  Chester Rd.  Brownhills","Car park Shire Oak Public House Chester Rd. Brownhills"
"4837",2012,"Walsall","Car Park  Shire Oak PH  Lichfield Rd","Car Park Shire Oak PH Lichfield Rd"
"4838",2012,"Walsall","Castle st",""
"4839",2012,"Walsall","Cemetary Rd  Willenhall","Cemetary Rd Willenhall"
"4840",2012,"Walsall","Church Rd.  Pelsall","Church Rd. Pelsall"
"4841",2012,"Walsall","Churchfield avenue tipton",""
"4842",2012,"Walsall","Collinwood Drive",""
"4843",2012,"Walsall","colthom Rd.  willenhall","colthom Rd. willenhall"
"4844",2012,"Walsall","CORAL Bookmakers  High St.  Smethwick","CORAL Bookmakers High St. Smethwick"
"4845",2012,"Walsall","CORAL Bookmakers  Smethwick High St. ","CORAL Bookmakers Smethwick High St."
"4846",2012,"Walsall","CORAL Bookmakers  Smethwick High St. ","CORAL Bookmakers Smethwick High St."
"4847",2012,"Walsall","CORAL Bookmakers  Smethwick High St. ","CORAL Bookmakers Smethwick High St."
"4848",2012,"Walsall","CORAL Bookmakers  Smethwick High St. ","CORAL Bookmakers Smethwick High St."
"4849",2012,"Walsall","CORAL Bookmakers  Smethwick High St. ","CORAL Bookmakers Smethwick High St."
"4850",2012,"Walsall","CORAL Bookmakers  Smethwick High St. ","CORAL Bookmakers Smethwick High St."
"4851",2012,"Walsall","Countess St.",""
"4852",2012,"Walsall","County Hotel  Walsall","County Hotel Walsall"
"4853",2012,"Walsall","Crown Wharf",""
"4854",2012,"Walsall","Crown Wharf  Walsall","Crown Wharf Walsall"
"4855",2012,"Walsall","Crown Wharf  Walsall","Crown Wharf Walsall"
"4856",2012,"Walsall","Crown Wharf  Walsall","Crown Wharf Walsall"
"4857",2012,"Walsall","Crown Wharf  Walsall","Crown Wharf Walsall"
"4858",2012,"Walsall","Crown Wharf  Walsall","Crown Wharf Walsall"
"4859",2012,"Walsall","Crown Wharf  Walsall","Crown Wharf Walsall"
"4860",2012,"Walsall","Crown Wharf  Walsall","Crown Wharf Walsall"
"4861",2012,"Walsall","Dalkeith st",""
"4862",2012,"Walsall","Darwall St.  Walsall","Darwall St. Walsall"
"4863",2012,"Walsall","Darwell St Walsall",""
"4864",2012,"Walsall","Darwell street",""
"4865",2012,"Walsall","Darwell St.","Darwell St."
"4866",2012,"Walsall","Darwell St.","Darwell St."
"4867",2012,"Walsall","Darwell St.","Darwell St."
"4868",2012,"Walsall","Deans Rd.",""
"4869",2012,"Walsall","Dorest Drive  Aldridge","Dorest Drive Aldridge"
"4870",2012,"Walsall","Dudley port",""
"4871",2012,"Walsall","Ernest Clark Close  Willenhall","Ernest Clark Close Willenhall"
"4872",2012,"Walsall","Fisher st whall",""
"4873",2012,"Walsall","Florence St.  Walsall","Florence St. Walsall"
"4874",2012,"Walsall","Foley Arms",""
"4875",2012,"Walsall","foley Rd. west",""
"4876",2012,"Walsall","Four Crosses Shelfield Walsall","Four CrossesShelfieldWalsall"
"4877",2012,"Walsall","Grange Crescent",""
"4878",2012,"Walsall","Grange Crescent","Grange Crescent"
"4879",2012,"Walsall","Great Arthur St.  Smethwick","Great Arthur St. Smethwick"
"4880",2012,"Walsall","great bridge Rd.",""
"4881",2012,"Walsall","Great Bridge Rd. Moxley",""
"4882",2012,"Walsall","green lane walsall",""
"4883",2012,"Walsall","Hatherton St walsall",""
"4884",2012,"Walsall","Hatherton St.  Walsall","Hatherton St. Walsall"
"4885",2012,"Walsall","heathfield lane west",""
"4886",2012,"Walsall","High Rd. Willenhall",""
"4887",2012,"Walsall","High St pelsall",""
"4888",2012,"Walsall","High st pelsall",""
"4889",2012,"Walsall","High street pelsall",""
"4890",2012,"Walsall","high street west bromwich",""
"4891",2012,"Walsall","high street west bromwich","high street west bromwich"
"4892",2012,"Walsall","High St.  Pelsall","High St. Pelsall"
"4893",2012,"Walsall","Highs and Lows  St Paul s crossing","Highs and Lows St Pauls crossing"
